programming_skill,math_skill,communication_skill,logic_score,cgpa,aptitude_score,interest_area,career
2,8,8,2,9.3,67,AI/ML,Business Analytics
9,4,8,4,9.8,47,Coding,Software Development
4,2,2,10,6.0,77,Data,Software Development
4,1,1,8,5.8,44,Security,Cybersecurity
6,5,1,9,7.9,54,Coding,Product Management
5,4,8,2,7.2,83,Data,Business Analytics
9,6,7,5,7.9,53,Management,Machine Learning
6,3,8,6,9.0,43,Data,Business Analytics
6,8,7,5,9.7,98,Data,Business Analytics
2,7,5,5,7.1,53,Coding,Business Analytics
1,5,6,4,8.6,71,Data,Business Analytics
4,2,8,1,6.0,90,Data,Product Management
10,6,4,9,7.7,100,AI/ML,Software Development
10,7,10,10,5.1,89,Business,Business Analytics
7,4,9,1,7.5,60,Management,Product Management
7,3,9,5,7.7,92,Management,Product Management
4,6,10,6,8.7,40,Coding,Business Analytics
2,4,4,8,8.2,59,Data,Software Development
1,5,2,10,6.8,52,Design,Software Development
4,4,5,5,5.0,72,Design,Software Development
4,4,8,8,5.6,94,Design,UI/UX Design
2,8,8,10,9.9,87,Security,Cybersecurity
3,5,4,9,9.6,100,Networking,Product Management
1,5,3,3,6.6,48,Design,Business Analytics
7,7,5,9,6.3,85,Data,Data Science
10,4,9,5,7.2,84,Design,UI/UX Design
7,2,1,1,8.4,67,Management,Machine Learning
5,9,4,8,6.8,45,Coding,Software Development
5,1,3,9,5.3,46,Management,Business Analytics
4,6,9,4,7.0,95,Data,Business Analytics
2,3,5,5,6.3,58,Management,Product Management
6,3,1,4,6.6,78,Business,Software Development
6,1,3,2,5.8,97,Networking,Cloud Engineering
1,10,1,10,8.3,70,AI/ML,Machine Learning
5,5,5,1,7.6,52,Management,Machine Learning
3,4,10,6,6.4,69,Security,Business Analytics
2,8,6,1,7.8,53,Business,Business Analytics
8,1,9,7,7.5,51,AI/ML,Software Development
6,6,8,10,9.0,89,Data,Business Analytics
7,5,9,7,9.8,61,Data,Business Analytics
8,6,4,7,5.7,81,Design,Software Development
10,2,10,9,9.4,84,Coding,Software Development
9,10,3,10,8.5,73,Management,Machine Learning
7,3,5,9,8.5,72,Networking,Cloud Engineering
9,7,7,3,6.9,51,Data,Data Science
5,8,3,6,6.7,72,Security,Machine Learning
10,4,3,9,5.0,85,Design,Software Development
8,2,2,3,9.9,51,AI/ML,Machine Learning
7,3,1,7,8.0,54,Management,Software Development
10,9,6,1,7.0,82,Data,Data Science
6,10,10,9,7.7,99,Management,Product Management
8,10,3,7,5.2,63,Design,Machine Learning
3,3,5,8,5.9,90,Management,Product Management
10,7,10,9,8.1,51,Security,Cybersecurity
7,2,8,3,7.6,74,Coding,Cybersecurity
8,8,1,5,8.9,97,Coding,Machine Learning
5,5,6,9,8.3,66,Coding,Software Development
9,8,2,2,8.0,70,Security,Business Analytics
1,7,3,9,9.1,49,Coding,Software Development
2,10,3,3,5.3,72,Networking,Business Analytics
6,5,7,6,8.5,75,Security,Software Development
8,4,2,6,8.6,99,Networking,Cloud Engineering
9,6,3,7,6.4,52,AI/ML,Machine Learning
5,2,3,9,6.0,62,Business,Software Development
7,2,4,4,6.1,79,AI/ML,Machine Learning
6,6,7,2,6.0,97,Networking,Business Analytics
10,9,4,5,7.6,54,Data,Data Science
7,6,4,7,5.7,82,Design,Software Development
5,8,6,8,8.3,93,Data,UI/UX Design
10,2,7,8,5.5,78,AI/ML,Software Development
2,5,1,4,5.1,66,Security,Data Science
10,7,9,10,6.6,54,Networking,Cloud Engineering
2,4,10,1,6.0,57,Business,Business Analytics
3,1,7,2,9.9,43,Data,Business Analytics
9,1,6,1,6.5,49,Coding,Cloud Engineering
8,10,7,10,6.1,66,Networking,Cloud Engineering
10,7,5,2,6.0,48,Networking,Data Science
8,3,4,7,6.9,40,Coding,UI/UX Design
7,3,4,9,8.0,82,Management,Product Management
4,1,2,8,8.9,44,Business,Software Development
1,10,9,10,6.8,48,AI/ML,Business Analytics
2,2,4,1,8.1,76,Networking,Product Management
3,8,3,5,7.4,96,Management,Machine Learning
1,3,10,6,9.2,84,Data,Business Analytics
6,4,6,7,7.8,41,Data,UI/UX Design
8,3,7,7,6.4,50,Management,Software Development
10,9,3,6,8.5,85,AI/ML,Data Science
5,1,3,4,9.1,84,Design,UI/UX Design
9,4,8,2,7.3,63,Business,Business Analytics
10,3,5,5,9.9,97,Data,Machine Learning
9,3,2,3,9.4,94,Security,Machine Learning
5,2,9,6,6.0,85,AI/ML,Product Management
4,10,5,8,8.9,85,Coding,Business Analytics
10,4,7,6,8.0,87,Management,Product Management
3,5,4,6,7.7,49,Networking,Cloud Engineering
5,4,6,1,7.6,82,Business,Product Management
1,10,8,7,9.3,97,Coding,Business Analytics
8,4,9,5,8.1,53,Business,Business Analytics
7,4,3,2,7.7,40,AI/ML,Cloud Engineering
1,4,7,3,5.2,62,Coding,Product Management
3,4,10,8,7.2,56,Coding,Business Analytics
6,1,7,10,9.5,97,AI/ML,Software Development
6,7,2,6,8.6,67,Management,Machine Learning
9,1,2,10,5.3,80,Security,Cybersecurity
3,3,3,2,9.4,99,Management,Product Management
10,3,2,3,9.1,88,Coding,Software Development
5,3,8,10,7.7,85,Business,Product Management
9,8,10,2,5.1,99,Business,Business Analytics
3,6,6,7,7.8,82,Design,UI/UX Design
1,10,6,3,5.3,54,Coding,Business Analytics
1,4,8,4,6.6,84,Coding,Product Management
4,10,5,5,8.1,59,Management,Business Analytics
10,1,5,4,9.6,60,Business,Software Development
1,6,6,9,6.8,79,Security,Cybersecurity
4,8,4,10,9.3,59,Coding,Software Development
2,6,1,6,9.6,41,Management,Machine Learning
10,10,6,6,5.1,100,Data,Data Science
7,4,9,1,6.2,74,Security,Business Analytics
8,1,1,3,8.5,80,Design,Software Development
8,8,3,1,8.8,89,Management,Machine Learning
7,1,3,9,7.0,78,Business,Software Development
8,8,9,3,8.3,77,Networking,Business Analytics
1,8,6,4,8.1,88,AI/ML,Business Analytics
9,9,6,9,8.7,58,Coding,Software Development
8,5,7,8,8.6,90,Security,Cybersecurity
8,9,3,7,5.4,84,Business,Machine Learning
4,2,8,1,5.8,51,AI/ML,Product Management
9,5,1,6,5.7,48,Business,Software Development
4,2,2,6,9.7,93,Business,Software Development
1,8,9,4,9.6,94,Data,Business Analytics
10,8,7,8,9.0,100,AI/ML,Data Science
3,9,2,10,5.6,46,AI/ML,Machine Learning
2,8,5,3,7.9,94,Data,Business Analytics
7,4,1,4,5.9,92,Coding,Software Development
3,1,7,4,6.8,86,Networking,Product Management
9,10,8,9,6.3,70,Data,Data Science
5,5,3,1,9.1,71,Design,Machine Learning
1,1,4,9,5.7,66,AI/ML,Software Development
10,10,3,8,8.2,41,Data,Data Science
6,10,4,5,9.9,70,AI/ML,Data Science
3,5,3,6,8.4,54,Coding,Software Development
7,8,3,9,5.4,52,AI/ML,Data Science
6,1,5,8,9.5,43,Design,Software Development
1,1,9,3,8.2,67,Data,Product Management
8,3,8,1,7.3,42,Data,Machine Learning
5,7,3,7,8.3,91,Coding,Software Development
7,2,10,2,9.4,94,Business,Product Management
9,1,3,1,7.4,88,Coding,Software Development
7,7,10,10,7.7,58,Business,Business Analytics
7,8,4,5,7.3,49,Coding,Machine Learning
3,8,6,7,5.4,70,Data,Business Analytics
3,8,3,3,8.9,81,Security,Machine Learning
5,9,8,2,5.6,41,Security,Software Development
9,7,4,1,7.0,92,Coding,Software Development
6,6,9,4,6.9,66,AI/ML,Business Analytics
4,9,1,1,6.4,90,AI/ML,Business Analytics
8,4,6,5,7.0,44,Security,Software Development
9,1,2,4,8.1,65,Management,Software Development
10,8,9,6,6.6,67,Coding,Cybersecurity
3,3,5,6,5.9,42,Management,Product Management
8,10,7,4,9.3,83,Design,UI/UX Design
6,5,9,5,9.9,96,Coding,Business Analytics
5,9,6,1,7.3,72,Business,Business Analytics
4,1,1,4,6.6,64,Business,Software Development
2,7,3,10,5.2,78,Security,Cybersecurity
3,5,3,10,5.2,62,Coding,Software Development
6,5,10,5,7.0,61,Coding,Business Analytics
9,3,10,10,9.7,86,Data,Software Development
9,10,5,6,8.7,76,Business,Machine Learning
2,4,9,2,6.7,56,Business,Business Analytics
7,9,3,9,9.8,64,Security,Cybersecurity
1,5,7,5,7.1,90,Management,Product Management
7,1,4,7,6.4,72,Design,Cloud Engineering
4,9,3,7,7.1,44,Security,Cybersecurity
5,2,3,4,6.1,92,Security,Software Development
8,3,5,8,9.4,85,Design,Software Development
5,9,4,6,6.8,56,Security,Machine Learning
9,9,3,4,8.3,98,AI/ML,Data Science
6,10,4,3,6.9,98,AI/ML,Data Science
10,5,2,8,9.5,100,Management,Software Development
7,8,10,3,8.2,63,Coding,Business Analytics
3,4,4,2,7.4,96,Data,Business Analytics
8,8,2,9,5.7,89,Networking,Data Science
5,6,6,4,9.5,93,Security,Business Analytics
6,1,9,7,7.7,73,Data,Software Development
2,5,4,8,6.4,57,AI/ML,Software Development
2,5,9,9,9.4,53,Business,Business Analytics
6,3,7,7,5.3,98,Data,Software Development
2,4,8,8,6.6,70,Management,Product Management
10,6,3,9,7.7,96,Security,Cybersecurity
9,1,1,10,6.7,73,Management,Software Development
8,2,4,1,7.4,72,Management,Machine Learning
8,8,10,8,6.3,44,Management,Business Analytics
6,4,8,2,5.7,64,Design,UI/UX Design
1,7,8,9,5.2,73,Business,Business Analytics
4,6,9,1,5.8,46,Design,UI/UX Design
5,6,4,3,9.8,49,Security,Machine Learning
10,5,4,2,7.9,76,Networking,Machine Learning
3,5,10,7,7.4,55,Security,Cybersecurity
5,9,6,1,6.9,82,Data,Business Analytics
4,10,3,1,8.5,68,Coding,Machine Learning
2,3,3,6,5.7,64,Management,Product Management
2,7,9,10,6.4,47,Security,Cybersecurity
4,10,1,6,8.3,64,Design,Machine Learning
1,1,1,5,7.4,73,Coding,Software Development
1,8,8,7,8.9,74,Coding,Business Analytics
4,5,1,6,9.5,56,Security,Software Development
3,10,2,4,9.1,41,AI/ML,Machine Learning
6,6,10,6,5.9,97,Networking,Cloud Engineering
1,9,5,1,5.5,98,Design,Business Analytics
4,2,8,3,5.8,95,Coding,Cybersecurity
5,2,5,7,8.9,57,Security,Cybersecurity
10,10,1,4,9.6,76,Design,Machine Learning
7,6,2,1,9.6,48,AI/ML,Machine Learning
9,6,8,2,6.5,95,Business,Product Management
4,2,1,9,9.2,40,Networking,Software Development
5,3,6,4,7.7,68,Coding,Software Development
5,9,4,1,9.1,92,Management,Machine Learning
9,4,4,8,7.7,84,Business,Software Development
10,6,10,6,5.7,92,Design,UI/UX Design
10,4,7,5,5.4,70,Design,UI/UX Design
8,3,7,9,9.8,45,Coding,Software Development
6,2,4,4,7.1,40,Design,Software Development
6,10,4,6,6.8,49,Business,Machine Learning
10,10,7,8,6.8,43,AI/ML,Data Science
3,2,1,7,6.9,67,Networking,Cybersecurity
4,4,3,3,9.7,43,Design,Machine Learning
9,6,7,7,5.3,51,AI/ML,Machine Learning
4,4,7,8,5.6,65,Security,Cybersecurity
3,8,1,2,8.9,84,Data,Machine Learning
6,3,8,2,7.7,81,Business,Product Management
4,1,6,7,5.6,43,Design,UI/UX Design
9,4,3,2,5.2,95,Business,Machine Learning
10,6,8,9,6.1,73,Data,Business Analytics
4,2,10,2,6.3,61,Coding,Product Management
6,9,5,10,5.1,63,Design,Software Development
10,1,3,7,6.1,91,AI/ML,Software Development
8,1,3,5,8.7,68,AI/ML,Software Development
3,6,6,3,9.3,54,Business,Business Analytics
6,6,1,4,9.5,65,Coding,Machine Learning
7,3,5,8,6.9,44,Networking,Cloud Engineering
7,3,1,8,6.6,49,Coding,Software Development
1,1,1,3,10.0,59,Coding,Software Development
3,7,5,6,8.8,53,AI/ML,Cybersecurity
9,4,8,10,7.7,61,Management,Software Development
3,2,9,3,6.3,43,Data,Business Analytics
3,4,1,7,6.6,77,Coding,Cloud Engineering
4,10,3,2,7.6,47,AI/ML,Machine Learning
2,3,5,9,7.7,53,Security,Cybersecurity
2,9,6,2,5.1,99,Data,Business Analytics
4,3,10,3,9.8,40,Management,Product Management
9,2,7,5,7.9,57,Coding,Software Development
1,3,6,4,7.9,70,Business,Product Management
3,4,1,2,6.1,58,AI/ML,Machine Learning
1,2,1,7,8.8,59,Networking,Cybersecurity
6,6,2,1,8.7,47,Coding,Cloud Engineering
3,4,7,10,5.5,65,AI/ML,Software Development
8,8,4,1,8.0,86,Design,Business Analytics
6,5,3,4,8.3,75,Management,Machine Learning
8,5,7,10,9.2,96,Data,Software Development
7,5,9,2,6.0,82,Security,Product Management
5,2,5,1,9.4,88,Security,Product Management
9,8,9,8,7.3,66,Management,UI/UX Design
5,2,8,1,5.5,77,Coding,Product Management
10,8,8,9,5.5,75,Business,Business Analytics
10,10,9,5,6.0,89,Design,UI/UX Design
6,8,2,9,6.4,70,Security,Cybersecurity
7,5,8,3,7.5,64,Security,Business Analytics
3,4,10,2,8.7,44,Data,Business Analytics
9,9,10,10,5.9,92,Business,Software Development
7,3,6,8,10.0,66,Business,Software Development
10,5,8,10,5.8,88,AI/ML,Software Development
3,8,9,4,8.0,81,Business,UI/UX Design
8,10,9,5,9.6,40,Coding,Business Analytics
5,10,9,6,9.2,79,Management,Product Management
2,1,9,5,8.2,69,AI/ML,Product Management
2,9,4,3,8.6,54,Business,Machine Learning
6,2,8,4,5.7,56,Management,Product Management
4,6,5,7,5.0,78,Management,Software Development
2,10,9,1,7.2,45,Networking,Machine Learning
5,7,9,4,5.4,76,Networking,Business Analytics
7,10,10,3,6.8,91,Design,UI/UX Design
4,4,6,1,6.1,45,Security,Business Analytics
10,4,5,2,9.6,40,Security,Machine Learning
8,4,2,5,9.4,43,Design,Software Development
6,4,7,2,9.1,84,Business,Cybersecurity
10,7,6,4,8.6,91,Business,Cloud Engineering
5,5,6,6,5.8,100,Data,Business Analytics
2,8,7,9,5.2,41,Security,Cybersecurity
1,5,9,1,8.3,69,AI/ML,Business Analytics
10,4,2,5,8.2,42,Security,Software Development
10,2,5,2,6.8,62,Networking,Cloud Engineering
8,6,8,5,7.4,58,Coding,Software Development
2,9,9,5,7.4,76,AI/ML,Business Analytics
3,9,8,8,6.2,95,Business,Business Analytics
1,3,8,5,6.6,89,Coding,Product Management
1,5,9,10,7.1,43,AI/ML,Business Analytics
3,8,10,2,8.0,54,Business,Software Development
6,7,7,1,9.8,56,Security,Business Analytics
1,1,3,1,7.7,55,Data,Business Analytics
10,6,6,4,8.7,61,Coding,Cloud Engineering
5,1,8,2,9.0,77,Data,Product Management
3,2,2,1,5.6,85,Networking,Product Management
6,7,8,3,8.3,97,Data,Business Analytics
8,2,6,10,7.4,82,Coding,Software Development
4,4,10,9,7.9,58,AI/ML,Business Analytics
1,6,3,1,5.2,51,Business,Business Analytics
1,7,10,10,9.5,62,Management,Business Analytics
9,5,5,3,9.8,88,Design,Machine Learning
2,1,6,5,5.0,100,AI/ML,Product Management
7,8,7,4,6.1,63,Management,Machine Learning
4,10,6,5,5.9,50,Security,Business Analytics
8,9,10,8,8.9,40,Design,UI/UX Design
1,8,2,8,8.0,44,Data,Business Analytics
9,5,8,6,5.9,78,Coding,Cybersecurity
7,9,10,7,9.1,75,Design,UI/UX Design
5,5,3,8,6.8,79,Management,Software Development
3,2,3,2,7.3,41,Networking,Cloud Engineering
10,9,5,4,6.9,66,AI/ML,Data Science
4,4,8,2,7.6,51,Security,Business Analytics
5,10,10,8,7.4,60,Data,Cybersecurity
4,4,8,5,6.4,77,Data,Business Analytics
3,9,8,7,7.1,56,Data,Business Analytics
5,6,5,6,9.5,80,Coding,Software Development
2,5,7,3,7.5,57,AI/ML,Business Analytics
1,3,3,2,9.6,71,Security,Product Management
3,9,5,10,7.8,68,Security,Cybersecurity
2,1,2,3,8.8,63,AI/ML,Product Management
5,5,1,2,6.5,47,Design,Machine Learning
9,4,9,4,9.0,75,Design,UI/UX Design
2,6,9,10,6.3,100,Business,Product Management
1,3,6,3,5.1,79,Data,Business Analytics
2,7,1,10,5.8,85,Management,Software Development
6,4,1,5,5.1,89,Security,Software Development
3,2,2,9,9.7,42,Coding,Software Development
5,2,8,7,10.0,88,Networking,Cybersecurity
1,7,3,1,8.8,54,Management,Business Analytics
4,3,3,6,5.5,80,Coding,Software Development
5,4,9,5,9.5,100,Security,Product Management
5,7,9,3,8.7,94,Networking,Business Analytics
6,4,8,6,6.7,65,Design,UI/UX Design
8,4,4,2,7.5,91,Business,Machine Learning
5,3,6,7,8.3,77,Management,Software Development
9,4,3,9,5.1,48,Design,Software Development
6,7,9,1,7.5,54,Design,UI/UX Design
3,6,1,5,8.7,98,Networking,Cloud Engineering
3,10,8,7,5.9,95,AI/ML,Business Analytics
4,8,6,1,7.2,94,Security,Business Analytics
6,1,8,4,7.7,63,Business,Product Management
3,4,5,3,8.7,59,Coding,Business Analytics
10,3,2,1,9.8,89,Security,Machine Learning
5,6,8,9,9.2,41,Coding,Software Development
9,3,7,5,8.1,94,Data,Data Science
7,10,5,8,7.9,76,Networking,Cloud Engineering
4,3,4,6,8.0,78,Security,Software Development
3,6,4,9,7.7,66,AI/ML,Software Development
8,2,5,10,5.3,99,Security,Cybersecurity
4,10,3,7,8.5,85,Coding,Machine Learning
3,10,3,4,8.6,43,Security,Machine Learning
10,8,3,5,7.6,72,Business,Machine Learning
5,4,1,9,9.4,92,AI/ML,Software Development
1,1,10,5,8.4,44,Networking,Product Management
5,8,3,6,6.8,84,AI/ML,Machine Learning
5,5,2,2,5.1,54,Business,Machine Learning
9,10,2,10,5.3,70,Data,Data Science
8,7,10,7,6.8,93,Design,UI/UX Design
2,6,5,4,7.3,70,Data,Business Analytics
2,10,4,6,5.8,42,Management,Business Analytics
7,9,5,5,5.9,41,Networking,Machine Learning
1,5,1,2,6.2,84,Design,Machine Learning
4,1,4,9,8.9,96,AI/ML,Software Development
2,1,3,9,8.9,57,Business,Software Development
1,5,9,9,6.9,97,Data,UI/UX Design
10,6,1,4,5.9,67,AI/ML,Machine Learning
1,1,5,3,5.6,43,Business,Product Management
1,2,8,1,5.4,72,Coding,Product Management
10,8,9,8,7.0,99,Security,Cybersecurity
2,8,6,4,5.2,55,Design,UI/UX Design
9,1,3,9,6.7,98,Data,Software Development
1,6,4,9,9.8,79,Data,Business Analytics
2,1,3,2,7.5,64,Coding,Product Management
2,8,7,10,9.1,82,AI/ML,Business Analytics
8,9,3,2,5.6,64,Networking,Cybersecurity
7,9,7,5,6.3,45,Coding,Machine Learning
5,6,7,5,9.7,93,Business,UI/UX Design
3,7,10,10,6.9,62,Business,Business Analytics
1,10,4,7,8.2,74,Security,Cybersecurity
6,7,10,9,9.9,85,Business,Business Analytics
3,5,5,6,7.8,45,Coding,Cybersecurity
6,8,7,9,6.5,84,Management,Product Management
7,6,7,9,7.7,62,AI/ML,Software Development
9,9,9,9,5.3,73,Coding,Software Development
5,6,5,5,5.6,67,Business,Business Analytics
1,9,8,4,5.0,87,AI/ML,Data Science
3,1,4,10,9.4,51,Management,Software Development
9,1,5,8,8.4,46,Business,Software Development
6,1,5,10,6.5,65,Security,Cybersecurity
7,6,8,6,6.1,47,Coding,Software Development
5,8,7,10,8.4,54,Design,UI/UX Design
2,3,1,8,9.6,80,Coding,Software Development
9,2,9,8,6.5,89,Coding,Software Development
8,9,8,2,6.6,82,Networking,Machine Learning
10,8,2,6,9.3,59,Security,Machine Learning
9,7,10,8,9.5,89,Business,Business Analytics
3,5,7,8,9.6,64,Security,Cybersecurity
3,5,1,10,6.5,51,AI/ML,Software Development
3,1,5,4,5.6,86,Business,Product Management
10,2,9,4,7.2,71,Design,UI/UX Design
6,9,3,10,6.5,62,Networking,Cloud Engineering
5,4,10,10,9.4,80,Design,UI/UX Design
10,8,5,2,5.2,84,Data,Data Science
7,8,3,4,8.2,53,AI/ML,Data Science
10,4,4,10,9.5,47,Data,UI/UX Design
10,3,6,2,9.9,71,Security,Machine Learning
1,7,7,8,8.3,43,Security,Cybersecurity
4,1,10,2,9.7,78,Business,Product Management
8,5,2,2,5.4,66,Business,Machine Learning
9,9,10,8,6.8,53,Management,Business Analytics
2,8,6,7,5.0,76,Security,Cybersecurity
4,8,2,6,9.9,62,Management,Machine Learning
6,1,10,9,9.5,63,Management,Product Management
8,2,4,4,5.1,53,Networking,Cloud Engineering
2,3,7,6,5.1,81,Coding,Product Management
7,3,7,7,6.8,95,Coding,Software Development
3,2,1,8,6.3,77,Business,Software Development
3,10,3,4,9.2,54,Security,Cybersecurity
6,2,7,7,5.8,90,Business,Product Management
5,8,4,5,9.0,47,Business,Business Analytics
7,6,1,6,7.8,57,Security,Machine Learning
4,7,1,9,6.9,42,Coding,Software Development
9,3,9,4,5.7,91,Data,Product Management
1,4,2,7,10.0,42,Design,Software Development
9,7,2,10,8.1,73,Management,Software Development
1,3,6,8,7.2,51,Networking,Cybersecurity
8,7,2,10,6.9,52,Design,Software Development
4,1,7,6,9.5,77,Security,Product Management
4,1,6,3,9.1,89,Management,Business Analytics
1,8,7,10,9.1,41,Data,Business Analytics
8,7,5,7,8.1,49,Data,Data Science
2,1,8,3,9.4,57,Management,Product Management
7,9,7,4,6.5,97,Management,Product Management
8,1,5,3,8.5,43,Data,Machine Learning
9,10,1,9,7.0,50,Business,Machine Learning
8,8,3,1,8.0,64,Data,Data Science
4,10,2,8,10.0,59,Coding,Machine Learning
8,10,1,6,9.9,42,Design,Cloud Engineering
9,4,3,1,7.6,72,Networking,Machine Learning
4,8,3,7,7.9,77,Management,Machine Learning
2,3,1,8,9.5,50,Design,Software Development
9,5,4,8,9.9,81,Management,Software Development
2,3,6,6,8.9,43,Security,Data Science
6,5,2,4,5.3,84,Security,Machine Learning
3,9,3,2,6.6,55,Coding,Machine Learning
2,5,1,1,9.5,53,Security,Machine Learning
8,1,1,4,8.8,51,Business,Software Development
2,4,2,7,8.7,92,Design,Software Development
7,8,5,1,8.3,70,Networking,Machine Learning
7,6,7,10,7.1,82,Business,Business Analytics
1,6,8,6,7.0,52,Management,Business Analytics
2,5,7,3,9.0,43,Management,Business Analytics
8,3,7,10,6.5,42,Design,UI/UX Design
6,6,10,2,8.4,66,AI/ML,Business Analytics
2,7,3,10,8.6,59,Coding,Software Development
10,9,8,3,9.2,86,Coding,Machine Learning
3,7,10,4,6.6,88,Management,Product Management
1,10,6,5,8.7,58,Networking,Business Analytics
10,9,9,10,5.5,66,AI/ML,Data Science
1,1,2,3,5.7,63,Design,Cybersecurity
6,4,9,10,7.1,81,Management,Product Management
10,4,6,4,5.3,78,Design,Software Development
6,1,3,3,9.7,79,Networking,Cloud Engineering
6,2,1,7,9.5,43,Coding,Software Development
4,8,8,7,5.2,60,Management,Business Analytics
2,4,5,4,9.2,98,AI/ML,Product Management
6,2,4,2,7.5,60,Management,Product Management
9,3,4,4,8.5,50,Coding,Software Development
1,3,10,6,9.4,52,Coding,Business Analytics
9,2,5,1,7.9,41,Business,Machine Learning
5,2,1,1,5.6,87,AI/ML,Machine Learning
6,8,3,10,5.0,40,AI/ML,Data Science
2,9,2,1,7.5,76,Coding,Cybersecurity
7,5,7,5,9.7,64,Data,Machine Learning
2,7,9,8,7.9,45,Security,Cybersecurity
3,10,9,4,6.9,93,Coding,Business Analytics
8,9,7,5,5.2,85,Data,Data Science
1,1,8,1,9.6,90,Business,Product Management
5,10,5,8,6.6,97,Networking,Cybersecurity
6,1,7,7,8.5,95,Business,Product Management
2,1,2,9,8.5,82,Management,Software Development
3,5,6,9,6.3,72,Design,UI/UX Design
4,8,6,4,5.3,82,Design,UI/UX Design
7,1,1,1,6.9,67,Security,Machine Learning
10,3,6,4,6.6,51,Data,Machine Learning
9,3,8,2,8.5,63,Coding,Software Development
2,4,4,6,9.1,68,Coding,Software Development
1,10,6,2,6.1,42,Business,Machine Learning
1,4,3,10,7.6,91,AI/ML,Software Development
6,3,3,7,5.2,95,Data,Software Development
2,2,2,3,6.1,65,Networking,Cloud Engineering
3,2,4,10,8.8,70,AI/ML,Software Development
9,2,9,8,9.0,91,Networking,Machine Learning
9,6,10,5,8.9,67,Security,Business Analytics
9,5,7,2,5.7,81,Management,Product Management
3,5,7,4,7.8,71,Management,Business Analytics
7,9,7,6,7.1,56,Management,Machine Learning
7,6,5,8,10.0,88,Design,Software Development
2,2,5,3,8.3,51,Management,Product Management
6,4,7,8,9.7,53,Management,Software Development
6,4,8,3,5.7,82,Data,Business Analytics
4,9,5,3,7.3,83,Networking,Business Analytics
8,4,6,5,8.9,98,Management,Software Development
7,2,5,2,6.8,83,Networking,Cloud Engineering
6,8,3,5,8.2,41,Coding,Machine Learning
8,5,3,4,7.6,91,AI/ML,Machine Learning
8,1,1,3,10.0,65,Design,Software Development
6,7,5,8,5.9,40,AI/ML,Data Science
3,3,8,4,9.7,75,AI/ML,Product Management
8,9,7,7,7.0,50,Coding,Software Development
8,9,10,8,7.3,65,Design,UI/UX Design
10,4,1,7,7.6,68,Networking,Cloud Engineering
2,6,8,3,6.3,44,Design,UI/UX Design
5,6,8,9,9.8,91,Design,UI/UX Design
10,7,5,3,9.6,71,Management,Machine Learning
6,1,3,3,9.9,98,Coding,Software Development
10,4,4,9,10.0,68,Networking,Cloud Engineering
1,2,7,4,8.3,76,Design,UI/UX Design
1,7,9,7,7.3,89,Business,Business Analytics
8,1,7,1,9.3,52,Coding,Software Development
4,6,6,7,5.1,95,AI/ML,Machine Learning
6,8,7,9,9.2,51,Business,Business Analytics
5,10,1,8,7.5,100,Business,Machine Learning
5,3,7,6,8.4,79,Coding,Software Development
10,1,1,9,6.9,71,Business,Business Analytics
1,8,10,3,6.8,52,Data,Business Analytics
8,1,9,4,5.2,74,Security,Product Management
9,1,6,1,7.1,73,Design,UI/UX Design
7,10,4,7,7.0,100,AI/ML,Data Science
4,9,8,8,6.1,90,Data,Cybersecurity
2,8,7,8,6.2,69,Coding,Business Analytics
7,9,8,8,7.9,63,AI/ML,Data Science
5,1,6,2,6.6,63,Design,UI/UX Design
2,1,3,7,9.2,63,Networking,Cybersecurity
4,4,1,8,5.6,40,Business,Software Development
10,1,3,3,7.9,42,Management,Software Development
3,9,6,5,5.8,85,AI/ML,Business Analytics
2,1,5,10,7.6,55,AI/ML,Software Development
7,6,6,5,7.8,65,Design,UI/UX Design
2,9,3,8,8.2,82,Networking,Cybersecurity
10,8,10,6,7.1,77,Security,Machine Learning
9,3,4,7,7.5,61,AI/ML,Software Development
10,5,9,7,5.9,85,Networking,Machine Learning
10,6,4,7,7.3,49,Coding,Software Development
3,8,5,8,6.9,68,AI/ML,Machine Learning
3,5,7,10,8.3,46,Networking,Software Development
4,3,3,3,7.2,72,Data,Machine Learning
5,8,3,10,8.9,45,Coding,Software Development
9,9,4,7,7.1,97,Security,Cybersecurity
8,5,9,6,6.2,80,Design,UI/UX Design
7,1,2,4,6.4,54,Networking,Cloud Engineering
9,6,5,5,5.2,77,Management,Machine Learning
7,9,7,7,7.7,61,Business,Business Analytics
4,10,8,4,9.2,71,Coding,Business Analytics
5,5,5,3,8.8,50,Security,Machine Learning
6,2,1,9,7.2,70,AI/ML,Software Development
1,6,1,5,6.0,46,Security,Machine Learning
8,9,5,7,9.3,49,Security,Cybersecurity
7,10,9,1,5.3,75,Management,Product Management
8,1,1,1,7.0,70,Networking,Cloud Engineering
6,3,9,9,9.3,57,Design,UI/UX Design
8,5,7,2,7.0,43,Management,Machine Learning
10,1,1,8,5.6,65,Coding,Software Development
6,9,4,10,6.3,96,Business,Data Science
5,2,3,5,8.0,83,Networking,Business Analytics
2,7,10,9,5.8,43,Data,Business Analytics
8,10,6,5,8.3,97,Data,Data Science
10,7,4,10,7.2,65,Management,Software Development
7,8,3,3,6.7,75,Networking,Machine Learning
9,3,6,5,6.2,40,Coding,Software Development
9,9,1,4,9.1,58,Coding,Machine Learning
8,5,3,8,7.0,87,Security,Cloud Engineering
